id,value
id_188,10.154641560591024
id_189,57.816764658193094
id_190,38.68720919709766
id_191,15.691170789793315
id_192,28.975000170182774
id_193,0.35523792925615894
id_194,19.22154617383619
id_195,0.9910368374452201
id_196,33.81797365881261
id_197,10.653573446206188
id_198,19.449443023822987
id_199,60.297958572079835
id_200,25.002772798644678
id_201,24.942102392494025
id_202,64.48182241405661
id_203,10.377644984058545
id_204,9.408959141772527
id_205,11.304652872976014
id_206,7.33498249455714
id_207,1.7717482610225646
id_208,124.0467892792575
id_209,20.935491075875007
id_210,16.52960758868127
id_211,13.952136499825802
id_212,36.45784293967324
id_213,36.01164559267643
id_214,18.772554309812776
id_215,34.829882013415705
id_216,78.9272280714342
id_217,0.44724312520635623
id_218,12.936685534416634
id_219,32.06567594527989
id_220,14.905517678844685
id_221,12.76924758995015
id_222,113.27038071467933
id_223,13.026238887632687
id_224,16.61190835929772
id_225,64.13036432884336
id_226,16.60783167042725
id_227,20.44206320536471
id_228,10.345595891895883
id_229,3.4811905973634216
id_230,46.124104489323486
id_231,12.64656002270939
id_232,54.04740040468957
id_233,42.86485084812046
id_234,25.22069451613857
id_235,41.029056712696715
id_236,69.28597215880677
id_237,42.33280387287735
id_238,11.137760015444858
id_239,18.287560831144607
